Title,Application Name,Application Short Name,Application Filing Date,Company Name,Commodity,File Name,ESA Folder URL,Document Number,Data ID,PDF Download URL,Application Type,Pipeline Location,Hearing Order,Consultant Name,Pipeline Status,Regulatory Instrument(s),Application URL,Decision URL,ESA Section(s),ESA Section(s) Index,Topics,PDF Page Number,tableNumber,PDF Size (bytes),PDF Page Count,Outline Present,figureNumber,Content Type
"Table 5.1-1. Key Federal and Provincial Regulations, Legislation, and Policy Relevant to the Physical Environment and Soil and Soil Productivity for the Project",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",79,1.0,9980785,362,1,,Table
"Table 5.1-2. Project Activities, Effect Pathways, and Indicators for Physical Environment and Soil Productivity",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",79,2.0,9980785,362,1,,Table
"Table 5.1-2. Project Activities, Effect Pathways, and Indicators for Physical Environment and Soil Productivity",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",80,1.0,9980785,362,1,,Table
Table 5.1-3. Spatial Boundaries for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",81,1.0,9980785,362,1,,Table
Table 5.3-1. Project Interactions with Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",84,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",85,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",86,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",87,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",88,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",89,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",90,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",91,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",92,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",93,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",94,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",95,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",96,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",97,1.0,9980785,362,1,,Table
